MAN'S BEST FRIEND,Living Things,11/18/16,#6485,T2
DRIVING THROUGH WIDE OPEN SPACES,Fun & Games,11/18/16,#6485,R1
HIGHWAY & SOLAR SYSTEM,Same Name,11/18/16,#6485,R2
DINING AT SUNSET ON THE BEACH,What Are You Doing?,11/18/16,#6485,R3*
HYBRID VEHICLE,Thing,11/18/16,#6485,T3
NOT A PROBLEM,Phrase,11/18/16,#6485,R4
COZY BUNGALOW,Place,11/18/16,#6485,BR
FARGO NORTH DAKOTA,On the Map,11/21/16,#6486,T1
WATCHING THE BIG GAME,What Are You Doing?,11/21/16,#6486,T2
THOR THE GOD OF THUNDER,Character,11/21/16,#6486,R1
GOLDEN CORN BREAD MUFFINS,Food & Drink,11/21/16,#6486,R2
ATLANTIC DEEP BLUE TIDE,Water Water Everywhere,11/21/16,#6486,R3*^
CONAN O'BRIEN,Proper Name,11/21/16,#6486,T3
EASIER SAID THAN DONE,Phrase,11/21/16,#6486,R4
POST-IT NOTES,Things,11/21/16,#6486,R5
A BEAUTIFUL MIND,Movie Title,11/21/16,#6486,R6
I HAVE TO GO HOME,Phrase,11/21/16,#6486,BR
ALBUQUERQUE NEW MEXICO,On the Map,11/22/16,#6487,T1
MOVIE SOUNDTRACK,Show Biz,11/22/16,#6487,T2
POWERS NATURAL MAN BOWL,Super _____,11/22/16,#6487,R1^
I WANT TO KNOW WHAT LOVE IS,Song Title,11/22/16,#6487,R2
LEAVE YOUR COAT AND TIE AT HOME,Phrase,11/22/16,#6487,R3*
BRIGHT SKYLIGHT,Around the House,11/22/16,#6487,T3
FRESH CRANBERRIES,Food & Drink,11/22/16,#6487,R4
WOOL JACKET,Thing,11/22/16,#6487,BR
GRACELAND MANSION,Landmark,11/23/16,#6488,T1
SOCCER TOURNAMENT,Fun & Games,11/23/16,#6488,T2
BAKED SWEET POTATOES,Food & Drink,11/23/16,#6488,R1
VEHICLE TRANSMISSION HONK OIL,Car Talk,11/23/16,#6488,R2^
I'LL BE CHECKING IN FOR THE WEEK,Phrase,11/23/16,#6488,R3*
LOUD & PROUD,Rhyme Time,11/23/16,#6488,T3
MOVIE MARATHON,Show Biz,11/23/16,#6488,R4
READING THE SMALL PRINT,What Are You Doing?,11/23/16,#6488,R5
MUSICAL PRODIGY,Person,11/23/16,#6488,BR
ELEANOR ROOSEVELT,Proper Name,11/24/16,#6489,T1
PLAYING CHARADES,Fun & Games,11/24/16,#6489,T2
TURKEY AND ALL THE TRIMMINGS,Food & Drink,11/24/16,#6489,R1
TAKING A LONG WALK AFTER DINNER,What Are You Doing?,11/24/16,#6489,R2
EVERY DAY IS AN ADVENTURE,Phrase,11/24/16,#6489,R3*
TEASPOONS & TABLESPOONS,In the Kitchen,11/24/16,#6489,T3
BOLT OF LIGHTNING,Thing,11/24/16,#6489,R4
STRAIGHT-A STUDENT,Person,11/24/16,#6489,R5
HOPE YOU HAVE FUN,Phrase,11/24/16,#6489,BR
THE EVERGREEN STATE,Place,11/25/16,#6490,T1
PUT ON YOUR THINKING CAP,Phrase,11/25/16,#6490,T2
CARAMELIZED BUTTERNUT SQUASH,Food & Drink,11/25/16,#6490,R1
CONVENTION & MESS HALL,Same Name,11/25/16,#6490,R2
TAKING UNDERWATER PICTURES,Fun & Games,11/25/16,#6490,R3*
DOUBLE COUPONS,Things,11/25/16,#6490,T3
GOING BACK TO THE GYM,What Are You Doing?,11/25/16,#6490,R4
OUR TOP PRIORITY,Thing,11/25/16,#6490,BR
HAPPY CHILDREN,People,11/28/16,#6491,T1
ENJOY YOUR STAY,Phrase,11/28/16,#6491,T2
LIGHTING CANDLES ON A BIRTHDAY CAKE,What Are You Doing?,11/28/16,#6491,R1
ORNAMENTS WREATH TREE STAR,Let's Decorate,11/28/16,#6491,R2^
I CAN SEE FOR MILES AND MILES AND MILES,Song Lyrics,11/28/16,#6491,R3*
RICH DESSERT,Food & Drink,11/28/16,#6491,T3
ANCIENT ARTIFACTS,Things,11/28/16,#6491,R4
PHOENIX ARIZONA,On the Map,11/28/16,#6491,R5
BACK IT UP,Phrase,11/28/16,#6491,BR
PROFESSIONAL GENEALOGIST,Occupation,11/29/16,#6492,T1
CAMPING PERMIT,Thing,11/29/16,#6492,T2
BOW-TIE PASTA WITH CREAM SAUCE,Food & Drink,11/29/16,#6492,R1
FAST FOOD FOR THOUGHT,Before & After,11/29/16,#6492,R2
EMBRACING THE ISLAND LIFESTYLE,What Are You Doing?,11/29/16,#6492,R3*
WHY DIDN'T I THINK OF THAT?,Phrase,11/29/16,#6492,T3
FAVORITE BOARD GAMES,Around the House,11/29/16,#6492,R4
HUGE JACKPOT,Thing,11/29/16,#6492,BR
AUNTS AND UNCLES,People,11/30/16,#6493,T1
A LITTLE-KNOWN FACT,Thing,11/30/16,#6493,T2
GREAT MOMENTS IN TELEVISION HISTORY,Show Biz,11/30/16,#6493,R1
PORTRAIT FEUD DINNER TIME TIES,Family _____,11/30/16,#6493,R2^
LIVING IN THE LAP OF LUXURY,Phrase,11/30/16,#6493,R3*
NITTY-GRITTY,Rhyme Time,11/30/16,#6493,T3
MEETING MY DEADLINE,What Are You Doing?,11/30/16,#6493,R4
A UNIQUE VOICE,Thing,11/30/16,#6493,BR
BABY BOTTLES,Around the House,12/1/16,#6494,T1
DANCE PARTNER,Person,12/1/16,#6494,T2
BREED WHISPERER BOWL BARK,Dog _____,12/1/16,#6494,R1^
SMALL MEDIUM LARGE OR EXTRA LARGE,Phrase,12/1/16,#6494,R2
YELLOW POLKA DOT BIKINI,Thing,12/1/16,#6494,R3*
MY GENERATION,Song Title,12/1/16,#6494,T3
EXCELLENT TIMING,Thing,12/1/16,#6494,R4
OPEN DAILY,Phrase,12/1/16,#6494,BR
BEAMING PARENTS,People,12/2/16,#6495,T1
TRAVEL AGENCY,Place,12/2/16,#6495,T2
GOLDILOCKS AND THE THREE BEARS,Title,12/2/16,#6495,R1
SOUTHERN CHARM BRACELET,Before & After,12/2/16,#6495,R2
THE MOST INCREDIBLE SNORKELING,Fun & Games,12/2/16,#6495,R3*
BUN WARMER,In the Kitchen,12/2/16,#6495,T3
A RAINBOW OF COLORS,Thing,12/2/16,#6495,R4
CRUNCHING THE NUMBERS,What Are You Doing?,12/2/16,#6495,R5
AN ONGOING EFFORT,Thing,12/2/16,#6495,BR
SMILES ALL AROUND,Phrase,12/5/16,#6496,T1
SLUMBER PARTY,Event,12/5/16,#6496,T2
AWAY TO THE WINDOW I FLEW LIKE A FLASH,Quotation,12/5/16,#6496,R1
LONG LIVE THE KING-SIZE MATTRESS,Before & After,12/5/16,#6496,R2
STARFISH AND STINGRAYS,Living Things,12/5/16,#6496,R3*
MAKEUP REMOVER,Around the House,12/5/16,#6496,T3
BREAKFAST BACON,Food & Drink,12/5/16,#6496,R4
HOWDY FOLKS,Phrase,12/5/16,#6496,BR
CANDY CANES,Food & Drink,12/6/16,#6497,T1
FIREPLACE LOGS,Things,12/6/16,#6497,T2
VACATION SWEATER DAY EVE CARD,Christmas _____,12/6/16,#6497,R1^
A LEGEND IN HIS OWN TIME,Person,12/6/16,#6497,R2
WATCHING CLOUDS DRIFT OVER THE SEA,What Are You Doing?,12/6/16,#6497,R3*
WEEKEND ROAD TRIP,Event,12/6/16,#6497,T3
WHERE THE BUFFALO ROAM,Song Lyrics,12/6/16,#6497,R4
BIOGRAPHICAL INFORMATION,Thing,12/6/16,#6497,BR
TWINKLING LIGHTS,Around the House,12/7/16,#6498,T1
RECOVERING A FUMBLE,Fun & Games,12/7/16,#6498,T2
SHAREABLE APPETIZERS,Food & Drink,12/7/16,#6498,R1
CATNIP PANTHERS LION PAWS,Here Kitty, Kitty!,12/7/16,#6498,R2^
PLEASE TELL ME WHERE I'M GOING PAT,Phrase,12/7/16,#6498,R3*
RADIO ANNOUNCER,Occupation,12/7/16,#6498,T3
MAJOR ACCOMPLISHMENT,Thing,12/7/16,#6498,R4
DREAM BIG,Phrase,12/7/16,#6498,BR
WINTER IS COMING,Phrase,12/8/16,#6499,T1
SCORING POINTS,What Are You Doing?,12/8/16,#6499,T2
RUDOLPH WITH YOUR NOSE SO BRIGHT,Song Lyrics,12/8/16,#6499,R1
GOLD SAPPHIRE SEQUINS GEMS,It Glitters,12/8/16,#6499,R2^
VISITING A POLYNESIAN RESTAURANT,Event,12/8/16,#6499,R3*
MY HOMETOWN,Place,12/8/16,#6499,T3
PRESIDENTIAL LIBRARIES,Landmarks,12/8/16,#6499,R4
QUAINT COTTAGE,Place,12/8/16,#6499,BR
FRIENDLY CAROLERS,People,12/9/16,#6500,T1
REPEAT AFTER ME,Phrase,12/9/16,#6500,T2
GETTING A MANICURE AND FACIAL,What Are You Doing?,12/9/16,#6500,R1
HOCKEY AND CELERY STICK,Same Name,12/9/16,#6500,R2
A FABULOUS SAILBOAT CRUISE,Event,12/9/16,#6500,R3*
MECHANICAL PENCIL,Around the House,12/9/16,#6500,T3
NATURAL INGREDIENTS,Things,12/9/16,#6500,R4
IMPULSE PURCHASE,Thing,12/9/16,#6500,BR
DINNERTIME,Event,12/12/16,#6501,T1
THE GRAND BALLROOM,Place,12/12/16,#6501,T2
SLOW-COOKED BABY BACK RIBS,Food & Drink,12/12/16,#6501,R1
WORK HARD PLAY HARD-BOILED EGGS,Before & After,12/12/16,#6501,R2
SAY GOODBYE TO YOUR WORRIES,Phrase,12/12/16,#6501,R3*
ATTRACTING ATTENTION,What Are You Doing?,12/12/16,#6501,T3
RACING TO THE FINISH LINE,Fun & Games,12/12/16,#6501,R4
ANSWERS TO QUESTIONS,Things,12/12/16,#6501,R5
YOUNG AND HIP,Phrase,12/12/16,#6501,BR
FORGET-ME-NOTS,Living Things,12/13/16,#6502,T1
AVERAGE JOE,Person,12/13/16,#6502,T2
CUTLERY RECIPE FRIDGE FORK CHEF,In the Kitchen,12/13/16,#6502,R1^
CHICKEN WINGS & ONION RINGS,Rhyme Time,12/13/16,#6502,R2
SEARCHING FOR THE BEST LASAGNA,What Are You Doing?,12/13/16,#6502,R3*
BAMBOO FOREST,Place,12/13/16,#6502,T3
BOWLING A PERFECT GAME,Event,12/13/16,#6502,R4
MAKE IT HAPPEN,Phrase,12/13/16,#6502,BR
CATCH OF THE DAY,Food & Drink,12/14/16,#6503,T1
POPULAR SCIENCE,Title,12/14/16,#6503,T2
LOOKING FOR A GREAT DEAL,What Are You Doing?,12/14/16,#6503,R1
MARMALADE GROVE TREE ZEST,Orange _____,12/14/16,#6503,R2^
I CAN'T WAIT TO STEP OFF THE PLANE,Phrase,12/14/16,#6503,R3*
OODLES OF NOODLES,Rhyme Time,12/14/16,#6503,T3
COPPER TEAKETTLE,In the Kitchen,12/14/16,#6503,R4
AKRON OHIO,On the Map,12/14/16,#6503,BR
DESSERT MENU,Thing,12/15/16,#6504,T1
A HEART OF GOLD,Phrase,12/15/16,#6504,T2
WILLY WONKA'S CHOCOLATE FACTORY,Place,12/15/16,#6504,R1
SWEET YUM TANGY SOUR TART,Taste Test,12/15/16,#6504,R2^
DANCING TO CALYPSO MUSIC,Fun & Games,12/15/16,#6504,R3*
DELICIOUS AND NUTRITIOUS,Rhyme Time,12/15/16,#6504,T3
BATTING MY EYELASHES,What Are You Doing?,12/15/16,#6504,R4
VIVID IMAGE,Thing,12/15/16,#6504,BR
ORDERING FOR THE TABLE,What Are You Doing?,12/16/16,#6505,T1
LUCKY BREAK,Thing,12/16/16,#6505,T2
BLANKETS AND COMFORTERS,Around the House,12/16/16,#6505,R1
SAUTEED SCALLOPS & STEAMED SHRIMP,Same Letter,12/16/16,#6505,R2
MY FELLOW VACATIONERS,People,12/16/16,#6505,R3*
INDEPENDENT FILM,Show Biz,12/16/16,#6505,T3
SUPPLY AND DEMAND,Phrase,12/16/16,#6505,R4
OUT ON THE PATIO,Phrase,12/16/16,#6505,BR
THE NORTH POLE,On the Map,12/19/16,#6506,T1
GRANITE COUNTERTOPS,In the Kitchen,12/19/16,#6506,T2
CANDIED YAMS WITH MARSHMALLOWS,Food & Drink,12/19/16,#6506,R1
SUPERMAN THE MAN OF STEEL DRUM MUSIC,Before & After,12/19/16,#6506,R2
HANGING OUT POOLSIDE,What Are You Doing?,12/19/16,#6506,R3*
REESE WITHERSPOON,Proper Name,12/19/16,#6506,T3
I'M SPEECHLESS,Phrase,12/19/16,#6506,R4
BINGO PARTY,Event,12/19/16,#6506,BR
HOMEMADE COOKIES,Food & Drink,12/20/16,#6507,T1
COIN COLLECTION,Around the House,12/20/16,#6507,T2
CHIEF FINANCIAL OFFICER,Occupation,12/20/16,#6507,R1
BLITZEN JOLLY SLEIGH TOYS,Here Comes Santa Claus,12/20/16,#6507,R2^
ABUNDANT SUNSHINE & WARM BREEZES,Things,12/20/16,#6507,R3*
SWEETENING THE POT,What Are You Doing?,12/20/16,#6507,T3
A COMMAND PERFORMANCE,Event,12/20/16,#6507,R4
ALWAYS FAITHFUL,Phrase,12/20/16,#6507,BR
GINGERBREAD HOUSE,Food & Drink,12/21/16,#6508,T1
CAPTAIN OF THE TEAM,Person,12/21/16,#6508,T2
BASKETBALL & TRAFFIC COURT,Same Name,12/21/16,#6508,R1
IF YOU'RE HAPPY AND YOU KNOW IT,Song Lyrics,12/21/16,#6508,R2
RELAXING SWIMMING SIGHTSEEING,What Are You Doing?,12/21/16,#6508,R3*
ACTING LESSONS,Show Biz,12/21/16,#6508,T3
NEW PAIR OF ICE SKATES,Things,12/21/16,#6508,R4
BOLD IDEA,Thing,12/21/16,#6508,BR
GENTLY FALLING SNOW,Thing,12/22/16,#6509,T1
ANNAPOLIS MARYLAND,On the Map,12/22/16,#6509,T2
SPICED CARAMEL APPLES,Food & Drink,12/22/16,#6509,R1
COOKBOOK LADLE NAPKINS SALT OVEN,Holiday Dinner,12/22/16,#6509,R2^
WALKING ON A BLACK SAND BEACH,What Are You Doing?,12/22/16,#6509,R3*
LONG-DISTANCE RUNNER,Person,12/22/16,#6509,T3
CHEERS AND JEERS,Rhyme Time,12/22/16,#6509,R4
CRYSTAL CHANDELIER,Around the House,12/22/16,#6509,R5
IN A GOOD GROOVE,Phrase,12/22/16,#6509,BR
A CHRISTMAS STORY,Movie Title,12/23/16,#6510,T1
THE ROLE OF A LIFETIME,Show Biz,12/23/16,#6510,T2
RIBBON WRAPPING BOW,Outside the Box,12/23/16,#6510,R1^
THREE LITTLE KITTENS THEY LOST THEIR MITTENS,Rhyme Time,12/23/16,#6510,R2
ENJOYING AN AFTERNOON TEA,What Are You Doing?,12/23/16,#6510,R3*
PLAYING TIC-TAC-TOE,Fun & Games,12/23/16,#6510,T3
LAST-MINUTE SHOPPING,Event,12/23/16,#6510,R4
BUSINESS OWNER,Person,12/23/16,#6510,R5
VOCABULARY QUIZ,Thing,12/23/16,#6510,BR
JEFFERSON CITY MISSOURI,On the Map,12/26/16,#6511,T1
YOU DESERVE A BREAK,Phrase,12/26/16,#6511,T2
EATING AT A ROADSIDE DINER,What Are You Doing?,12/26/16,#6511,R1
OVERLOOKED FLIGHT ATTENDANT,Before & After,12/26/16,#6511,R2
THE GENTLE SURF OF THE CARIBBEAN,Thing,12/26/16,#6511,R3*
HALL OF FAMER,Person,12/26/16,#6511,T3
PLAYING TOUCH FOOTBALL,Fun & Games,12/26/16,#6511,R4
SUPERB TECHNIQUE,Thing,12/26/16,#6511,BR
NEW YORK STRIP STEAK,Food & Drink,12/27/16,#6512,T1
FILM FESTIVAL,Show Biz,12/27/16,#6512,T2
RESTORING A VINTAGE CAR,What Are You Doing?,12/27/16,#6512,R1
EASY BEN BROTHER SHOT BIRD,Big _____,12/27/16,#6512,R2^
ONE ISLAND YOU WON'T WANT TO LEAVE,Phrase,12/27/16,#6512,R3*
HARRY POTTER,Character,12/27/16,#6512,T3
SAVE THE LAST DANCE FOR ME,Song Lyrics,12/27/16,#6512,R4
MAKING AN APPOINTMENT,What Are You Doing?,12/27/16,#6512,BR
GEORGIA PEACH,Food & Drink,12/28/16,#6513,T1
CORNER STORE,Place,12/28/16,#6513,T2
YOU'RE A GRAND OLD FLAG,Song Title,12/28/16,#6513,R1
STOMACH MOON HOUSE TIME,Full _____,12/28/16,#6513,R2^
IT'S A DREAM DESTINATION,Phrase,12/28/16,#6513,R3*
OKLAHOMA CITY,On the Map,12/28/16,#6513,T3
SINGING AND DANCING,What Are You Doing?,12/28/16,#6513,R4
BLUE WHALE,Living Thing,12/28/16,#6513,R5
KEIFER SUTHERLAND,Proper Name,12/28/16,#6513,R6
PACKED AUDITORIUM,Place,12/28/16,#6513,BR
IDAHO POTATOES,Food & Drink,12/29/16,#6514,T1
JIMMY FALLON,Proper Name,12/29/16,#6514,T2
THE NATIONAL MALL IN WASHINGTON,Landmark,12/29/16,#6514,R1
TRADITION PHOTOS BASH KISS,New Year's _____,12/29/16,#6514,R2^
WILD ORCHIDS & GIANT FERNS,Living Things,12/29/16,#6514,R3*
MODERN ART,Thing,12/29/16,#6514,T3
READING A BEDTIME STORY,What Are You Doing?,12/29/16,#6514,R4
PRYING IT OPEN,What Are You Doing?,12/29/16,#6514,BR
FLORIDA KEYS,On the Map,12/30/16,#6515,T1
ANNUAL CONVENTION,Event,12/30/16,#6515,T2
TOM HANKS STARS IN SULLY,Show Biz,12/30/16,#6515,R1
PIGGY BANK TELLER,Before & After,12/30/16,#6515,R2
NAPPING IN THE SHADE OF A PALM TREE,What Are You Doing?,12/30/16,#6515,R3*
AIR FORCE BASE,Place,12/30/16,#6515,T3
WHAT A GREAT YEAR,Phrase,12/30/16,#6515,R4
LOWER THE BOOM,Phrase,12/30/16,#6515,BR
HIT THE HIGHWAY,Phrase,1/2/17,#6516,T1
VANITY FAIR,Title,1/2/17,#6516,T2
VACATION ALL I EVER WANTED,Song Lyrics,1/2/17,#6516,R1
VICTORIA'S SECRET SERVICE,Before & After,1/2/17,#6516,R2
WAKING UP TO THE SOUND OF NATURE,What Are You Doing?,1/2/17,#6516,R3*
SPACE INVADERS,Fun & Games,1/2/17,#6516,T3
DAYTIME DRAMA,Show Biz,1/2/17,#6516,R4
DAMSEL IN DISTRESS,Person,1/2/17,#6516,R5
GORGEOUS VINEYARD,Place,1/2/17,#6516,BR
TAKING SOME TIME OFF,What Are You Doing?,1/3/17,#6517,T1
LEMON SHORTBREAD,Food & Drink,1/3/17,#6517,T2
VINTAGE CLOTHING STORE,Place,1/3/17,#6517,R1
ROUTE PATH TRAIL ROAD EXIT,Way to Go,1/3/17,#6517,R2^
IT'S A LITTLE PIECE OF HEAVEN,Phrase,1/3/17,#6517,R3*
HOLIDAY BY MADONNA,Song/Artist,1/3/17,#6517,T3
MANUAL TYPEWRITER,Thing,1/3/17,#6517,R4
THE SIMPSONS,TV Title,1/3/17,#6517,R5
FOOLPROOF METHOD,Thing,1/3/17,#6517,BR
THE ROAD NOT TAKEN,Title,1/4/17,#6518,T1
HOCKEY GOALIE,Person,1/4/17,#6518,T2
REST RELAX REFRESH REJUVENATE,Same Letter,1/4/17,#6518,R1
WINNER WINNER CHICKEN DINNER,Rhyme Time,1/4/17,#6518,R2
BRING ME ALONG FOR THE RIDE,Phrase,1/4/17,#6518,R3*
DREAM SEQUENCE,Thing,1/4/17,#6518,T3
KNITTING A SWEATER,What Are You Doing?,1/4/17,#6518,R4
JACK AND JILL,Characters,1/4/17,#6518,R5
BEYOND QUESTION,Phrase,1/4/17,#6518,BR
WORKING FOR THE WEEKEND,Song Title,1/5/17,#6519,T1
ORCHESTRA SECTION,Place,1/5/17,#6519,T2
SHOWCASING MY TALENTS,What Are You Doing?,1/5/17,#6519,R1
HANDLES NOTE SONG POEM,Love _____,1/5/17,#6519,R2^
THIS IS NOT A STAYCATION,Phrase,1/5/17,#6519,R3*
COFFEE GRINDER,In the Kitchen,1/5/17,#6519,T3
SCORING A TOUCHDOWN,Fun & Games,1/5/17,#6519,R4
HOME BEFORE DARK,Phrase,1/5/17,#6519,BR
LEAVING THE OFFICE EARLY,What Are You Doing?,1/6/17,#6520,T1
BRUCE SPRINGSTEEN,Proper Name,1/6/17,#6520,T2
SHEETS CANDY BOWL SWAB BALL,Cotton _____,1/6/17,#6520,R1^
BRIGHTEST SUPERMOON IN DECADES,Headline,1/6/17,#6520,R2
DIVING FROM THE CATAMARAN,Fun & Games,1/6/17,#6520,R3*
DOCTOR STRANGE,Movie Title,1/6/17,#6520,T3
YOU HEARD IT HERE FIRST,Phrase,1/6/17,#6520,R4
BISCUITS AND GRAVY,Food & Drink,1/6/17,#6520,R5
MIXED REVIEWS,Things,1/6/17,#6520,BR
GREAT WAY TO START YOUR DAY,Rhyme Time,1/9/17,#6521,T1
FAVORITE RECIPE,Thing,1/9/17,#6521,T2
HIKING THE APPALACHIAN TRAIL,Fun & Games,1/9/17,#6521,R1
ICING SUGAR MILK EGGS,Piece of Cake,1/9/17,#6521,R2^
THIS CALLS FOR A CELEBRATION,Phrase,1/9/17,#6521,R3*
FAMILY PHOTOGRAPHS,Around the House,1/9/17,#6521,T3
AMAZING MOMENT,Event,1/9/17,#6521,R4
HANDY GUIDEBOOK,Thing,1/9/17,#6521,BR
FAMILY FARMERS,People,1/10/17,#6522,T1
I'M AN OPTIMIST,Phrase,1/10/17,#6522,T2
IMPROVING MY FLEXIBILITY,What Are You Doing?,1/10/17,#6522,R1
STARTERS SOUPS & SALADS,Same Letter,1/10/17,#6522,R2
FLUTTERING BUTTERFLIES,Living Things,1/10/17,#6522,R3*
A HINT OF LIME,Thing,1/10/17,#6522,T3
HOLLYWOOD STUNTWOMAN,Show Biz,1/10/17,#6522,R4
DAZZLING GOOD LOOKS,Things,1/10/17,#6522,BR
BURSTING WITH FLAVOR,Phrase,1/11/17,#6523,T1
SUCCESS STORY,Thing,1/11/17,#6523,T2
SPINACH PARSLEY LETTUCE AND WATERCRESS,Food & Drink,1/11/17,#6523,R1
CYCLING ROWING AEROBICS YOGA,Staying Fit,1/11/17,#6523,R2^
COME ABOARD WE'RE EXPECTING YOU,TV Quote,1/11/17,#6523,R3*
CHAMPIONSHIP GAME,Event,1/11/17,#6523,T3
BEES FLEAS & MANATEES,Rhyme Time,1/11/17,#6523,R4
A QUIET BREAK,Thing,1/11/17,#6523,BR
RISE & ENERGIZE,Rhyme Time,1/12/17,#6524,T1
DREAM BABY DREAM,Song Lyrics,1/12/17,#6524,T2
COOPERATION AND TEAMWORK,Things,1/12/17,#6524,R1
ANIMAL SUPPLIES BUS HATS,Party _____,1/12/17,#6524,R2^
KONA INTERNATIONAL AIRPORT,Place,1/12/17,#6524,R3*
OUTDOOR GAS GRILL,Around the House,1/12/17,#6524,T3
IT'S EASIER THAN YOU THINK,Phrase,1/12/17,#6524,R4
IN A VACUUM,Phrase,1/12/17,#6524,BR
NOTHING LIKE THE ORIGINAL,Phrase,1/13/17,#6525,T1
BRASS DOORKNOBS,Around the House,1/13/17,#6525,T2
SMASH-HIT BROADWAY MUSICAL,Show Biz,1/13/17,#6525,R1
CERAMIC AND FLYING SAUCERS,Same Name,1/13/17,#6525,R2
MAJESTIC VOLCANIC PEAKS,Places,1/13/17,#6525,R3*
CASUAL FRIDAY,Event,1/13/17,#6525,T3
ACADEMIC ACHIEVEMENT,Thing,1/13/17,#6525,R4
HIGHLY GIFTED,Phrase,1/13/17,#6525,BR
FISHERMAN'S WHARF,Landmark,1/16/17,#6526,T1
FINGER PAINTING,Fun & Games,1/16/17,#6526,T2
ACTORS WRITERS AND DIRECTORS,Show Biz,1/16/17,#6526,R1
CAT GOT YOUR TONGUE TWISTER,Before & After,1/16/17,#6526,R2
MEET ME AT THE SWIMMING POOL,Phrase,1/16/17,#6526,R3*
GREEN TEA LATTE,Food & Drink,1/16/17,#6526,T3
STAYING AFLOAT,What Are You Doing?,1/16/17,#6526,R4
ROBERT REDFORD,Proper Name,1/16/17,#6526,R5
PAPERBACK BOOKS,Around the House,1/16/17,#6526,R6
POLAR OPPOSITE,Phrase,1/16/17,#6526,BR
HOLLYWOOD NIGHTS,Song Title,1/17/17,#6527,T1
TACO TUESDAY,Event,1/17/17,#6527,T2
TOTALLY AWESOME SKATEBOARD PARK,Place,1/17/17,#6527,R1
GRAPHICS PROGRAMMER CHIP CASE,Computer _____,1/17/17,#6527,R2^
MAKE YOUR DREAM A REALITY,Phrase,1/17/17,#6527,R3*
WORD NERD,Rhyme Time,1/17/17,#6527,T3
CATCHING A BOOMERANG,Fun & Games,1/17/17,#6527,R4
WILD ABOUT THE IDEA,Phrase,1/17/17,#6527,BR
SAN FRANCISCO GIANTS,Proper Name,1/18/17,#6528,T1
GOLDEN TROUT,Living Thing,1/18/17,#6528,T2
LIGHT MANAGER GOWN LIFE,Night _____,1/18/17,#6528,R1^
BE SURE TO WEAR SOME FLOWERS IN YOUR HAIR,Song Lyrics,1/18/17,#6528,R2
THE ROYAL TREATMENT,Phrase,1/18/17,#6528,R3*
AVOCADO FESTIVAL,Event,1/18/17,#6528,T3
FROCKS SMOCKS & STOCKS,Rhyme Time,1/18/17,#6528,R4
BELOW THE HORIZON,Phrase,1/18/17,#6528,BR
VENICE BOULEVARD,On the Map,1/19/17,#6529,T1
CHICKEN AND WAFFLES,Food & Drink,1/19/17,#6529,T2
CRUISING IN A CONVERTIBLE,Fun & Games,1/19/17,#6529,R1
BEYONCE ADELE RIHANNA CHER,One Name Only,1/19/17,#6529,R2^
JAGUARS AND PUMAS,Living Things,1/19/17,#6529,R3*
JENNIFER LAWRENCE,Proper Name,1/19/17,#6529,T3
A LITTLE BREATHING ROOM,Phrase,1/19/17,#6529,R4
SECRET INGREDIENT,Thing,1/19/17,#6529,R5
HUMAN BEHAVIOR,Thing,1/19/17,#6529,BR
SUCH A LOVELY PLACE,Song Lyrics,1/20/17,#6530,T1
EARLY ADOPTER,Person,1/20/17,#6530,T2
BOATS BIKINIS & BEACH BALLS,Same Letter,1/20/17,#6530,R1
FANTASTIC BEASTS AND WHERE TO FIND THEM,Movie Title,1/20/17,#6530,R2
SINKING MY TOES IN THE SOFT SAND,What Are You Doing?,1/20/17,#6530,R3*
DESERT TORTOISE,Living Thing,1/20/17,#6530,T3
TRIUMPHANT RETURN,Event,1/20/17,#6530,R4
DABBLING IN MAGIC,Phrase,1/20/17,#6530,BR
SWEDEN & SWITZERLAND,On the Map,1/23/17,#6531,T1
MORE TO EXPLORE,Rhyme Time,1/23/17,#6531,T2
CANDLEHOLDERS & CENTERPIECES,Around the House,1/23/17,#6531,R1
LOBSTER CLIMBING WALL SONG,Rock _____,1/23/17,#6531,R2^
VISITING AN ELEPHANT SANCTUARY,What Are You Doing?,1/23/17,#6531,R3*
SPANISH RICE,Food & Drink,1/23/17,#6531,T3
OH MY GOODNESS,Phrase,1/23/17,#6531,R4
ABOVE THE FRAY,Phrase,1/23/17,#6531,BR
FAMILIAR FACES,Things,1/24/17,#6532,T1
BREAK A LEG,Show Biz,1/24/17,#6532,T2
CELEBRATE GOOD TIMES COME ON!,Song Lyrics,1/24/17,#6532,R1
BEHIND THE EIGHT BALL OF YARN,Before & After,1/24/17,#6532,R2
EXTRAORDINARY ARCHITECTURE,Thing,1/24/17,#6532,R3*
DIRECT ANCESTORS,People,1/24/17,#6532,T3
IT'S A WIN-WIN FOR EVERYONE,Phrase,1/24/17,#6532,R4
BABY FOXES,Living Things,1/24/17,#6532,BR
AUSTRIA & AUSTRALIA,On the Map,1/25/17,#6533,T1
SWEATER VEST,Thing,1/25/17,#6533,T2
SILVER SERVING PLATTER,Around the House,1/25/17,#6533,R1
BUDS BULBS & BLOSSOMS,Same Letter,1/25/17,#6533,R2
DISCOVERING CENTRAL AMERICA,What Are You Doing?,1/25/17,#6533,R3*
WE'RE BACK IN BUSINESS,Phrase,1/25/17,#6533,T3
SMOOTH PEANUT BUTTER,Food & Drink,1/25/17,#6533,R4
PLUG THE GAP,Phrase,1/25/17,#6533,BR
